LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:f0410f,所有参与者都是赢家！,EVERYONE wins!,,Original,FirstVolleyLost
line:28f450,...,...,,Original,FirstVolleyLost
line:d91e60,除非你把球给弄破了,except if you pop the ball,,Original,FirstVolleyLost
line:b5a094,这时候你应该就是输了,then i guess you lose,,Original,FirstVolleyLost
line:143677,否则,otherwise,,Original,FirstVolleyLost
line:03da1b,沙滩树枝球便是一个\n纯粹的嚯嘬游戏！,beachstickball is a\npurely coop game!,,Original,FirstVolleyLost
line:557881,你是说合作游戏？,you mean co-op game?,,Player,FirstVolleyLost
line:cca8a2,"没错，一个嚯嘬游戏","yeah, a coop game!",,Original,FirstVolleyLost
line:8ef8db,这意味着我们要\n相互配合来获得高分！,it means we work together\nto get a high score!,,Original,FirstVolleyLost
line:d6d71e,这听起来不错啊,that sounds nice,,Player,FirstVolleyLost
line:99ffbb,每传一次球我们\n就能得到1分,we get a point for\nevery pass we make,,Original,FirstVolleyLost
line:f477a3,如果我们能达到10分\n的话，我就会给你一个奖励！,if we can get to 10 points\ni'll give you a prize!,,Original,FirstVolleyLost
line:22ba0c,你已经达到10分了！！,you already got 10 points!!,,RefereeKid,FirstVolleyLost
line:d5064e,你的分数是{{BallHits}},your score is {{BallHits}},,RefereeKid,FirstVolleyLost
line:bf1b68,哦！,oh!,,Original,FirstVolleyLost
line:0d566e,呃,well,,Original,FirstVolleyLost
line:2da316,我想我应该\n给你一个奖励！,i guess i owe you a prize!,,Original,FirstVolleyLost
line:b69933,我们已经达到30分了？！？！,we ALREADY hit 30 POINTS?!?!,,Original,FirstVolleyLost
line:c88b21,我们已经达到20分了？！,we ALREADY hit 20 points?!,,Original,FirstVolleyLost
line:ba370a,这已经比我们的历史\n最高分还要高了！！,that's more than\nwe've ever done before!!,,Original,FirstVolleyLost
line:3e117b,claire...,claire...,,Original,FirstVolleyLost
line:0ead04,你真是一个小天才！,you're a PRODIGY!,,Original,FirstVolleyLost
line:905691,收下这个金羽毛吧,take this golden feather,,Original,FirstVolleyLost
line:95a4d1,然后也,and also,,Original,FirstVolleyLost
line:dd9f1f,收下这个,take this,,Original,GiveVolleyPrize
line:098c2d,你真是太棒了！,you're really good!,,Original,GiveVolleyPrize
line:f7626c,嗯,hmm,,Original,GiveVolleyPrize
line:0b898c,我也要把达到20分的\n奖励送给你！,i also wanted to give you a\nsecond prize for making it to 20!,,Original,GiveVolleyPrize
line:b5b3e5,...,...,,Original,GiveVolleyPrize
line:b32983,"有了你的协助，我们\n也许可以达到20分！","with your skill, we might even\nbe able to make it to 20!",,Original,GiveVolleyPrize
line:fed812,不过这仍会是一件\n比较困难的事...,but that would still\nbe pretty hard...,,Original,GiveVolleyPrize
line:0905b1,不————————,NOOOOOOOOOOOOOOOO,If you pop the ball with the pickaxe.,Original,PoppedBallEnd
line:cf975b,...怎么？,...how?,,Original,PoppedBallEnd
line:3efb69,...为什么？？,...why??,,Original,PoppedBallEnd
line:5115e6,啊！,uh!,,Player,PoppedBallEnd
line:168874,抱歉,sorry,,Player,PoppedBallEnd
line:1ab33e,也许这不是个好主意,maybe that was a bad idea,,Player,PoppedBallEnd
line:1bca05,"不要再这么做了，好吗？","just don't do it again, ok?",,Original,PoppedBallEnd
line:f6567e,嘿！,HEY!,If you do it again.,Original,PoppedBallEnd
line:3de0b4,我说了不要再这么做了！,i said not to do\nthat anymore!,,Original,PoppedBallEnd
line:16e478,再来一次！！,do it again!!,,RefereeKid,PoppedBallEnd
line:1cf085,julie！,julie!,,Original,PoppedBallEnd
line:58eb8b,我喜欢听它爆掉的声音！！,i like it when it pops!!,,RefereeKid,PoppedBallEnd
line:1b2f57,但我是要玩游戏啊！,but i'm trying to play the game!,,Original,PoppedBallEnd
line:1e8e7e,哈哈哈！！,HAHAHA!!,If you do it again.,RefereeKid,PoppedBallEnd
line:5ce6cd,这样太好玩了！！,so fun!!,,RefereeKid,PoppedBallEnd
line:13a4d9,呃—,ugh,,Original,PoppedBallEnd
line:117144,我要把我口袋里的\n钱全都给你！,i'm gonna give ya ALL the\nmoney in my pocket!,When the volley kid gives you a prize.,Original,GiveVolleyPrize2
line:07918d,"哇，这可真不少啊","woah, that's a lot",,Player,GiveVolleyPrize2
line:49f634,我不想拿走\n你所有的钱,i don't wanna take\nall your money,,Player,GiveVolleyPrize2
line:7ca8d6,没事的！,it's ok!,,Original,GiveVolleyPrize2
line:a714a1,我家里很有钱的,my family's rich,,Original,GiveVolleyPrize2
line:8a4237,哦,oh,,Player,GiveVolleyPrize2
line:3e0023,额,well,,Player,GiveVolleyPrize2
line:384b5a,好吧,ok i guess,,Player,GiveVolleyPrize2
line:e1940b,说实话,honestly,If the player got more than 30 points on the same game of beackstickball.,Original,GiveVolleyPrize2
line:989dbe,我从没想过我们\n竟然能达到30分...,i never even thought\n30 was possible...,,Original,GiveVolleyPrize2
line:43798e,我想再给你一样东西,i wanna give you\none more thing,Jumps head to the next prize.,Original,GiveVolleyPrize2
line:d80175,总之！,totally!,"When the player agrees to doing a different race, you select it from this dialogue.",Original,RaceSelectMenu
line:0aaa4a,你想和我比哪条路线？,what race you wanna do?,,Original,RaceSelectMenu
line:0c77af,灯塔路线,the lighthouse race,Dialogue choice.,Player,RaceSelectMenu
line:49eef5,废弃建筑物路线,the abandoned building race,Dialogue choice.,Player,RaceSelectMenu
line:16f4bc,登顶路线,the mountaintop race,Dialogue choice.,Player,RaceSelectMenu
line:dbcf58,算了,nevermind,Dialogue choice.,Player,RaceSelectMenu
line:d7ff0b,我们来比赛吧！,let's race!,Dialogue choice.,Player,BeforeRaceMenu
line:90fa0a,算了,not yet,Dialogue choice.,Player,BeforeRaceMenu
line:24e047,我们再比一场吧！,let's do a rematch!,Dialogue choice.,Player,BeforeRaceMenu
line:e3bea3,好的！,yes!,When you choose the Lighthouse race.,Original,LighthouseRaceRetry
line:83f068,我们过去准备吧,let's head over there,,Original,LighthouseRaceRetry
line:a892f3,好嘞！,okey dokey!,When you choose the Mountain Top race.,Original,MountainTopRaceRetry
line:f2a32f,我们去起点吧！,let's go to the\nstarting line!,,Original,MountainTopRaceRetry
line:11d911,哈喽—,helloooo,If you talk to Avery while she's swimming.,Original,AfterRaceIntro
line:c042b5,我只是在这边踩个水,just treading water here,,Original,AfterRaceIntro
line:8aaa6d,这样泡一泡\n感觉可真不错！,it feels nice to take a dip!,,Original,AfterRaceIntro
line:a35292,嘿！,hey!,When you talk to Avery.,Original,AfterRaceIntro
line:2120f5,怎么了？,what's up?,,Original,AfterRaceIntro
line:b5c178,你又来啦！,hello again!,,Original,MountainTopRaceIntro
line:75273a,啊,UH,,Original,MountainTopRaceIntro
line:771653,我有一个很疯狂的点子！,i've got a bit of a crazy idea!,,Original,MountainTopRaceIntro
line:80b852,不过这个是那种...,but it's like...,,Original,MountainTopRaceIntro
line:f5e753,好的疯狂的点子！,a good crazy idea,,Original,MountainTopRaceIntro
line:e5f127,你想听听吗？,will ya hear me out?,,Original,MountainTopRaceIntro
line:03f7fe,好啊！,sure!,,Player,MountainTopRaceIntro
line:6bbdb1,嗯，呃,ok so,,Original,MountainTopRaceIntro
line:3680ac,那么...,what if...,,Original,MountainTopRaceIntro
line:57c371,我们从这里...,we raced...,,Original,MountainTopRaceIntro
line:7ec37a,一路跑到峰顶怎么样！？,ALL THE WAY TO THE SUMMIT!?,,Original,MountainTopRaceIntro
line:919738,哇,woah,,Player,MountainTopRaceIntro
line:06b00f,这的确是一个疯狂的点子,that is a crazy idea,,Player,MountainTopRaceIntro
line:6f81db,但也是一个好点子！,but a GOOD one!,,Original,MountainTopRaceIntro
line:7deab5,规则很简单,the rules are simple,,Original,MountainTopRaceIntro
line:d739b0,第一个登顶的就是赢家！,first one to the top WINS!,,Original,MountainTopRaceIntro
line:43c890,"我只有<color=red>9根金羽毛</color>，所以","i only have <color=red>9 feathers,</color> so",,Original,MountainTopRaceIntro
line:ebac34,"你也不要使用超过9根，好吗？","don't use more than that, k?",,Original,MountainTopRaceIntro
line:316905,哦,OH,,Original,MountainTopRaceIntro
line:ccf582,还有一件事,and one more thing,,Original,MountainTopRaceIntro
line:05fbc8,拿上这个！,take this!,,Original,MountainTopRaceIntro
line:7d1c33,这次的路线比较长，所以,it's a long race so,,Original,MountainTopRaceIntro
line:43304b,如果你想要重来\n的话可以打给我,you can call me if you want to restart,,Original,MountainTopRaceIntro
line:8d9473,准备好了吗？,all good?,,Original,MountainTopRaceIntro
line:380685,所以你想和我比赛\n一路跑到山顶吗？！,so you wanna race to THE TOP?!,,Original,MountainTopRaceIntro
line:2fe636,你又来啦！,hello again!,,Original,MountainTopRaceIntro
line:8d80dc,你想和我再比一次登顶吗？,you wanna rematch to the top?,,Original,MountainTopRaceIntro
line:5efe99,又是你啊！,hello again!,,Original,LighthouseRaceIntro
line:575305,我又找到一条\n新的比赛路线！,i've got another route\ni want to race!,,Original,LighthouseRaceIntro
line:6acfc5,好的！,sure!,,Player,LighthouseRaceIntro
line:e6d1ec,我很感兴趣,i'm interested,,Player,LighthouseRaceIntro
line:ff97ca,好，那么,ok so,,Original,LighthouseRaceIntro
line:9aad90,规则如下,here's the rules,,Original,LighthouseRaceIntro
line:172a64,谁第一个碰到灯塔的门谁就是赢家！,first one to touch the\nlighthouse door WINS!,,Original,LighthouseRaceIntro
line:2bd292,另外,ALSO,,Original,LighthouseRaceIntro
line:237683,我们这次比赛只能使用<color=red>3根金羽毛</color>！,let's only use <color=red>3 golden\nfeathers</color> during the race!,,Original,LighthouseRaceIntro
line:cc633a,...因为我现在只有这么多,...cuz that's all i\nhave on me right now,,Original,LighthouseRaceIntro
line:574922,你觉得怎么样？,sound good?,,Original,LighthouseRaceIntro
line:14c2f7,你准备好和我比\n灯塔路线了吗？,so how about that lighthouse race?,,Original,LighthouseRaceIntro
line:268687,嘿！,heyo!,,Original,LighthouseRaceIntro
line:45f6f6,你想再和我跑一次\n灯塔路线吗？,you wanna rematch to the lighthouse?,,Original,LighthouseRaceIntro
line:ab370b,哦，实际上,oh actually,,Original,BeginRace
line:a54eab,你也许应该先去\n搞一双<color=red>跑鞋</color>,you might want to find\na pair of <color=red>running shoes</color>,,Original,BeginRace
line:803b99,它们对于提升跑步\n技巧至关重要！,they're pretty crucial to\ngood running technique!,,Original,BeginRace
line:123690,我用不着这个！,i'll race anyway!,Dialogue choice.,Player,BeginRace
line:93490f,"等等，那先算了吧","wait, nevermind",Dialogue choice.,Player,BeginRace
line:dd0e94,哈哈，好的,haha ok,,Original,BeginRace
line:146e8c,我们来比吧！,lets do this!,,Original,BeginRace
line:2aa83d,太棒了,AWESOME,,Original,BeginRace
line:1b697e,我来和你好好比试一下！,let's do this!,,Original,BeginRace
line:ce1080,好的,ok,,Original,RefuseRace
line:d49680,一会儿见？,see you later then?,,Original,RefuseRace
line:594168,拜拜！,bye!,Dialogue choice.,Player,AfterRaceMenu
line:d65d10,想再比一场吗？,want to do a rematch?,Dialogue choice.,Player,AfterRaceMenu
line:1b252c,你为什么不去参加马拉松呢？,why not join the marathon?,Dialogue choice.,Player,AfterRaceMenu
line:38a545,我们换条路线吧！,let's do a different race!,Dialogue choice.,Player,AfterRaceMenu
line:31f6ee,我很乐意！！,i'm down!!,,Original,RestartRace
line:e981e0,我们再比一次吧！,let's try it again!,,Original,RestartRace
line:48b1cc,当然！！,totally!!,,Original,RestartRace
line:c6011c,我这次会做得更好的！,i'll do better this time!,,Original,RestartRace
line:58704a,一会儿见！,see ya!,If you decline to race.,Original,NothingRace
line:a4f965,我数了一共打了{{BallHits}}下！！,i counted {{BallHits}} hits!!,,RefereeKid,RegularVolleyLost
line:146aab,我数了一共打了{{BallHits}}下！！,i counted {{BallHits}} hits!!,,RefereeKid,RegularVolleyLost
line:cbb0e6,耶！,YES!,When you hit 10 points in beackstickball.,Original,RegularVolleyLost
line:70f185,我们做到了！,we did it!,,Original,RegularVolleyLost
line:7f2baf,"就像我之前保证的一样，\n我会给你一份奖励！","as promised, i've got\na prize for you!",When you hit 30 points.,Original,RegularVolleyLost
line:f6e9a8,我的天哪我们竟然达到了30分！！,HOLY MOLY WE HIT 30!!,,Original,RegularVolleyLost
line:ef85aa,我们达到20分了！！,WE HIT 20!!,When you hit 20 points.,Original,RegularVolleyLost
line:43af48,这可是我的新纪录啊！！,THAT'S MY NEW RECORD!!,,Original,RegularVolleyLost
line:5a7432,啊，呃,uh uh,,Original,RegularVolleyLost
line:0ad676,我得想出一个新奖励了！！,i gotta come up with a reward!!,,Original,RegularVolleyLost
line:ec7f6d,但我数的是{{BallHitsMore}}下！,but i counted {{BallHitsMore}}!,"This happens the second time you lose at beachstickball, and no other events happen.",Original,NoVolleyPrize
line:d6e93d,发球那一下是不算的！！,the serve doesn't count!!,,RefereeKid,NoVolleyPrize
line:0ae27d,什么？,what?,,Original,NoVolleyPrize
line:86fe8b,发球肯定要算！,it totally counts!,,Original,NoVolleyPrize
line:5ac4bd,"你觉得呢，claire？","what do you think, claire?",,Original,NoVolleyPrize
line:d7cd87,肯定算！,it counts!,Dialogue choice.,Player,NoVolleyPrize
line:c2f4b1,发球应该不算...,it doesn't really count...,Dialogue choice.,Player,NoVolleyPrize
line:7b5de3,耶！你看到了吧！,yeah see!,If you agree it counts.,Original,NoVolleyPrize
line:a4bd76,好吧！！,fine!!,,RefereeKid,NoVolleyPrize
line:52d7a2,你的分数是{{BallHits}}分,you got {{BallHits}} points then,,RefereeKid,NoVolleyPrize
line:79124f,啊，拜托,aw come on,If you think the serve doesn't count.,Original,NoVolleyPrize
line:34565b,抱歉..,sorry..,,Player,NoVolleyPrize
line:3be986,我这次要站在julie这边了,i'm with julie on this one,,Player,NoVolleyPrize
line:9cbf45,耶！！,yeah!!,,RefereeKid,NoVolleyPrize
line:123b6b,好吧好吧,fine fine,,Original,NoVolleyPrize
line:a65662,这是一个新纪录！！,that's a new record!!,When you make a new high score!,Original,NoVolleyPrize
line:c45080,我们的合作真是太棒了！,we make a pretty great team!,,Original,NoVolleyPrize
line:fc0537,你真是太棒了！,you're doing great!,,Original,NoVolleyPrize
line:f32d4c,额,well,,Player,NoVolleyPrize
line:f17f95,你比我强多了,you're a lot better,,Player,NoVolleyPrize
line:e2e15a,你从来都不会丢球！,you never drop the ball!,,Player,NoVolleyPrize
line:0e9756,没错,trueee,,Original,NoVolleyPrize
line:4ec1da,好样的！,solid!,,Original,NoVolleyPrize
line:ce163d,"哦，就差一点了！","oh, almost there!",,Original,NoVolleyPrize
line:a0fd91,"哦，又差点到达10分了！","oh, almost 10 again!",,Original,NoVolleyPrize
line:96cc5f,不错！,not bad!,,Original,NoVolleyPrize
line:d99dc5,这是个不错的开始！,that's a good start!,,Original,NoVolleyPrize
line:0f4a14,等等，什么？,wait what?,When you get past 30 points on the first try of the game.,Original,GiveVolleyPrize3
line:930ae0,我说，你拿到了{{BallHits}}分！,i said you got {{BallHits}} points!,,RefereeKid,GiveVolleyPrize3
line:9c5f67,我们已经超过30分了！？,WE GOT PAST 30 POINTS!?,,Original,GiveVolleyPrize3
line:ed88e9,我根本都没想过我们能\n拿到这么高的分数！,i didn't even know\nthat was possible!,,Original,GiveVolleyPrize3
line:d0bf44,嗯,hmm,,Original,GiveVolleyPrize3
line:d0340b,这么高的分数值得\n一个特殊的奖励,that deserves the most specialest prize,,Original,GiveVolleyPrize3
line:109308,但我已经把我所有的\n钱都给你了...,but i already gave you all my money...,,Original,GiveVolleyPrize3
line:e19113,没事的！,it's ok!,,Player,GiveVolleyPrize3
line:fdad43,我也不需要什么了,i don't need anything,,Player,GiveVolleyPrize3
line:4e5eeb,不你需要！！,yes you do!!,,Original,GiveVolleyPrize3
line:4f5e84,也许你应该收下这个,maybe you should have this,,Original,GiveVolleyPrize3
line:c0606f,能再次变得百分百\n合法真是太好了！,it feels great to\nbe 100% legal again!,If you've given the camper cat back their camping permit.,Original,CampCatStart
line:60d7be,你根本想象不到\n我找到了什么！,you won't believe what i found!,If you've found their camper permit.,Player,CampCatStart
line:6f023c,你找到我的许可证了！？,YOU FOUND MY PERMIT!?,,Original,CampCatStart
line:6e23fc,我还以为那东西\n已经彻底消失了呢！,I THOUGHT IT WAS\nGONE FOREVER!,,Original,CampCatStart
line:a3f456,你猜的倒也不算错！,you weren't kidding!,,Player,CampCatStart
line:73297a,毕竟我是在鱼肚子\n里找到的,a fish really did have it,,Player,CampCatStart
line:df5dfa,真的太谢谢你了！,thank you so much!,,Original,CampCatStart
line:70a309,我剩下的鱼饵\n都归你了,you should have the\nrest of my bait,,Original,CampCatStart
line:d88125,我现在有点\n不太想钓鱼了,i'm feeling a little\ndone with fishing,,Original,CampCatStart
line:2ef1a1,谢谢你！,thanks again!,,Original,CampCatStart
line:5eb61a,你真是我的救星啊！,you're a LIFESAVER!,,Original,CampCatStart
line:d8d54d,嘿,hey,When you talk to the camper cat for the first time.,Player,CampCatStart
line:329927,啊啊啊哈-哈,AAHHH!,,Original,CampCatStart
line:f38073,没错，我在这里露营是百分百合法的！！！,YES THIS SETUP\nIS 100% LEGAL!!!,,Original,CampCatStart
line:5081fb,额-,uh-,,Player,CampCatStart
line:68f49c,是的我有有效的露营许可证！！！,YES I HAVE A VALID\nCAMPING PERMIT!!!,,Original,CampCatStart
line:27f51b,等-,wait-,,Player,CampCatStart
line:dde816,好吧好吧！你抓到我了,FINE FINE! YOU GOT ME,,Original,CampCatStart
line:882762,等一-,hold on-,,Player,CampCatStart
line:3ccc3f,我把证件给弄丢了,I LOST IT,,Original,CampCatStart
line:e600fa,我就是个大骗子,I'M A TERRIBLE LIAR,,Original,CampCatStart
line:c3f85e,我真的是糟透了,I'M A MESS,,Original,CampCatStart
line:fe2fc1,额——————,uhhhhhhhhhh-,,Player,CampCatStart
line:b3aa9d,拜托请不要给我开罚单,PLEASE DON'T WRITE ME UP,,Original,CampCatStart
line:e85302,我可以贿赂你的,I CAN BRIBE YOU,,Original,CampCatStart
line:085e0e,...,...,,Player,CampCatStart
line:654eb8,你打算递给我一把虫子的动作是认真的吗？,did you really just hand\nme a fistful of worms?,,Player,CampCatStart
line:a8530b,这是鱼饵！！,IT'S FISHING BAIT!!,,Original,CampCatStart
line:64224f,我已经穷途末路了！！,I'M DESPERATE!!,,Original,CampCatStart
line:2b567d,你到底打算怎么样啊？！,WHAT WOULD YOU DO?!,,Original,CampCatStart
line:bb2e31,"这个，额","well, uh",,Player,CampCatStart
line:148e27,没事的,it doesn't matter,,Player,CampCatStart
line:57f777,我谁也不会说的！,i'm not gonna tell anyone!,,Player,CampCatStart
line:74f1fc,"等等，真的吗？","wait, really?",,Original,CampCatStart
line:3ba4c7,你不是初级护林员吗？,aren't you a junior ranger?,,Original,CampCatStart
line:92558e,不是,nope,,Player,CampCatStart
line:827d58,我的姑姑是护林员,my aunt's a ranger,,Player,CampCatStart
line:74bd5d,但我并不为她工作,but i don't work for her,,Player,CampCatStart
line:6aa300,哦，那么,oh well,,Original,CampCatStart
line:db985f,你不会说的，对吗？,you won't tell right?,,Original,CampCatStart
line:eeb843,嗯,nah,,Player,CampCatStart
line:305a88,太好了！,good!,,Original,CampCatStart
line:be4b3a,我觉得,i guess,,Original,CampCatStart
line:aaac24,这鱼饵你还是留着吧,you can keep the bait,,Original,CampCatStart
line:b093fa,...谢谢,...thanks,,Player,CampCatStart
line:ba3592,你在哪里把许可证搞丢的？,where'd you lose the permit?,If you talk to the camper cat again.,Player,CampCatStart
line:69c63f,呃...,well...,,Original,CampCatStart
line:fa0875,你可能不会相信,you might not believe me,,Original,CampCatStart
line:803d48,我尽量,try me,,Player,CampCatStart
line:673f6f,我的许可证被一条鱼给吃了,a fish ate it,,Original,CampCatStart
line:e89ded,什么？,what?,,Player,CampCatStart
line:03a8fc,拜托,come on,,Player,CampCatStart
line:7585e0,我说的都是真的！,really!,,Original,CampCatStart
line:1192ab,我怎么听着觉得你在...,it does sound a little...,,Player,CampCatStart
line:695d8a,滥-鱼-充数呢！,fishy!,,Player,CampCatStart
line:fc6810,哈哈,heh,,Player,CampCatStart
line:62a7fc,...,...,,Original,CampCatStart
line:bb579f,我是认真的！,this is serious!,,Original,CampCatStart
line:85d0f9,所以,so,When you talk to the volleyball kid after playing the game.,Original,VolleyKidChat
line:9b9647,你喜欢这个吗？,do you love it?,,Original,VolleyKidChat
line:0ddac1,沙滩树枝球吗？,beachstickball?,,Player,VolleyKidChat
line:370aee,没错！！,yeah!!,,Original,VolleyKidChat
line:0c80b9,我很喜欢！,i like it!,Dialogue choice.,Player,VolleyKidChat
line:ad2aa7,我不知道,i dunno,Dialogue choice.,Player,VolleyKidChat
line:73c36f,谢谢你向我推荐了这个游戏！,thanks for showing me the game!,If you agree.,Player,VolleyKidChat
line:4a27f2,谢谢你玩了这个游戏！,thanks for playing!,,Original,VolleyKidChat
line:80ddd6,"claire，你是最棒的！","you're the best, claire!",,Original,VolleyKidChat
line:bda72b,我觉得我还是更喜欢排球,i think i still prefer volleyball,,Original,VolleyKidChat
line:b7dbab,什么,WHAT,If you disagree.,Original,VolleyKidChat
line:be2c6d,但沙滩树枝球可就像是\n排球的威力加强版啊！,but beachstickball is like\nvolleyball with super powers!,,Original,VolleyKidChat
line:e67743,这个威力加强版可是\n能用树枝打球的啊！！,the super power of WHACKING\nTHINGS WITH A STICK!!,,Original,VolleyKidChat
line:b337bd,我们的最高分是{{BallHitsBest}}！,our best score so far is {{BallHitsBest}}!,If you talk to them again.,Original,VolleyKidChat
line:734516,这真是太棒了！,that's pretty good!,,Player,VolleyKidChat
line:ac8f02,没错！,yeah!,,Original,VolleyKidChat
line:4e13fc,我们的合作真是太棒了！,we make a good team!,,Original,VolleyKidChat
line:b5a671,我觉得我们正在创造历史,i think this is history in the making,,Original,VolleyKidChat
line:05ad24,我也这么觉得,i'd say so,,Player,VolleyKidChat
line:53839d,哇,woah,When you accept the kid's hat as a prize.,Player,GiveVolleyPrize3
line:0316a3,请一定要好好保管它！,please keep it!,,Original,GiveVolleyPrize3
line:2e1d70,这样你就能永远记住这一刻了！！,so you can remember\nthis moment forever!!,,Original,GiveVolleyPrize3
line:9e97cf,我尽量,i'll try,,Player,GiveVolleyPrize3
line:6b4643,呃,uhh,When you call Avery in the middle of a race.,Original,WalkieMidRace
line:2815c3,我正在跑步呢,i'm running and talking here,,Original,WalkieMidRace
line:fce2e0,"怎么了？","but, what's up?",,Original,WalkieMidRace
line:42b890,嘿！,hey!,When you call Avery and they've completed the race already.,Original,WalkieMidRace
line:b78535,我正在等你呢,i'm waiting for you,,Original,WalkieMidRace
line:9f0846,怎么了？,what's up?,,Original,WalkieMidRace
line:4664cb,我们重新开始吧！,let's start over!,Dialogue choice.,Player,WalkieMidRace
line:0b9471,我弃权了,i give up,Dialogue choice.,Player,WalkieMidRace
line:3f3cb7,没什么,nothing much,Dialogue choice.,Player,WalkieMidRace
line:2fad91,"哦，呃","oh, uh",If you start over.,Player,WalkieMidRace
line:c725b9,"好吧，我们再重赛一把","sure, we can start over",,Player,WalkieMidRace
line:eeec64,"啊，这个","aww, well",If you give up.,Player,WalkieMidRace
line:cf0cb8,行—吧,ok i guess,,Player,WalkieMidRace
line:cdbd9e,没时间聊天了,there's no time to chit chat,"If you say ""nothing much""",Player,WalkieMidRace
line:b7ad54,我们正在比赛呢！,a race is underway!,,Player,WalkieMidRace
line:23d9ce,哦，好吧,oh ok,"If you say ""nothing much"" while no race is happening.",Player,WalkieMidRace
line:112092,回头见？,see you soon?,,Player,WalkieMidRace
line:36e8b5,"嘿，你在哪呢？","hey, where are you?",If you call Avery while no race is happening.,Original,WalkieNotRacing
line:666c07,呃...,uh...,,Original,WalkieNotRacing
line:3957bb,只是在四处闲逛...,just wandering around somewhere...,,Original,WalkieNotRacing
line:ac1f13,我还在灯塔呢！,i'm still at the lighthouse!,,Original,WalkieNotRacing
line:422cc9,我还在废弃建筑那边呢！,i'm still at that old building!,,Original,WalkieNotRacing
line:c210da,我还在山顶呢！,i'm still at the top of the mountain!,,Original,WalkieNotRacing
line:80c82b,呃...,um...,,Original,WalkieNotRacing
line:35662f,我不知道！,i don't know!,,Original,WalkieNotRacing
line:9063e5,我在皇家山脊这边转悠呢！,i'm hanging out at the royal ridge!,,Original,WalkieNotRacing
line:c8f6dd,我目前在墓园这边！,i'm around the graveyard!,,Original,WalkieNotRacing
line:c37eaf,我现在离游客中心不远！,i'm near the visitor center!,,Original,WalkieNotRacing
line:b3b718,呃...,uhh...,,Original,WalkieNotRacing
line:f6baec,我不知道！,i don't know!,,Original,WalkieNotRacing
line:0f245f,喂？,hello?,If noone picks up.,Original,WalkieNobody
line:b840fb,有谁在吗？,is anyone there?,,Original,WalkieNobody
line:57b389,...,...,,Original,WalkieNobody
line:fcfe77,"嘿，我就在这儿呢！","hey, i'm right here!",If you call Avery when she's right next to you.,RaceOpponent,WalkieOnScreen
line:a2947e,嘿,hey,When you talk to the Walrus that teaches you how to fish.,Player,FishingTutorialStart
line:0ef52a,你又来了,hello again,,Original,FishingTutorialStart
line:0f9dd9,你可以教我如何钓鱼吗？,can you teach me how to fish?,Dialogue choice.,Player,FishingTutorialStart
line:6a7217,额，我得走了,uh gotta go,Dialogue choice.,Player,FishingTutorialStart
line:bc3e3a,好啊,sure,,Original,FishingTutorialStart
line:ab1fac,好的,alrighty,,Original,FishingTutorialStart
line:3a790b,那你就走吧,you get going then,,Original,FishingTutorialStart
line:b212b9,最近怎么样？,how's it going?,When you talk to the Walrus for the first time.,Player,FishingTutorialStart
line:789ef4,不错,good,,Original,FishingTutorialStart
line:8e7edc,今天的鱼很爱咬钩,the fish are biting today,,Original,FishingTutorialStart
line:1f5189,嗯嗯,cool cool,,Player,FishingTutorialStart
line:c44b59,那么,so,,Player,FishingTutorialStart
line:a4385e,额,uh,,Player,FishingTutorialStart
line:ded164,钓鱼难吗？,is fishing hard?,,Player,FishingTutorialStart
line:9666a7,不难,nope,,Original,FishingTutorialStart
line:91cca3,很简单,it's easy,,Original,FishingTutorialStart
line:f48c91,"如果你想的话，我可以\n展示给你看","i could show you,\nif you'd like",,Original,FishingTutorialStart
line:1c9ae7,好啊！,yeah!,Dialogue choice.,Player,FishingTutorialStart
line:9caa9b,暂时不了...,not now...,Dialogue choice.,Player,FishingTutorialStart
line:f4c5b4,...我还有地方得去,...i've got somewhere to be,,Player,FishingTutorialStart
line:f278bb,一会儿再说吧！,maybe later!,,Player,FishingTutorialStart
line:291979,抛钩是一件非常简单的事,casting yer line is pretty easy,If you ask to learn how to fish.,Original,FishTutCastStart
line:6604e8,你只需要按下<color=red>{{UseItemButton}}</color>就行了,just press <color=red>{{UseItemButton}}</color>,,Original,FishTutCastStart
line:7c1ab4,所以,so,,Player,FishTutChatStart
line:0d5261,额,uh,,Player,FishTutChatStart
line:27214f,我现在该做什么呢？,what do i do now?,,Player,FishTutChatStart
line:d61168,等,ya wait,,Original,FishTutChatStart
line:82e61b,哦,oh,,Player,FishTutChatStart
line:57dd59,好吧,ok,,Player,FishTutChatStart
line:4881ca,额,uhh,,Player,FishTutChatStart
line:208931,我这样做的对吗？,am i doing this right?,,Player,FishTutChatStart
line:0ee4bd,嗯,yup,,Original,FishTutChatStart
line:9738da,也许,maybe,,Player,FishTutChatStart
line:d20e40,我应该重新抛一次？,i should cast it again?,,Player,FishTutChatStart
line:2b2920,你懂的,you know,,Player,FishTutChatStart
line:a8b829,来找一个更好的钓点？,find a better spot?,,Player,FishTutChatStart
line:143bf5,这地方就不错,this spot is good,,Original,FishTutChatStart
line:a6ae7b,我在早些时间\n看到过这里有鱼,i saw some fish\naround here earlier,,Original,FishTutChatStart
line:7aaa7b,这是个很好的迹象,that's a good sign,,Original,FishTutChatStart
line:bb4c5a,有时候,sometimes,,Original,FishTutChatStart
